congress,id,state_abbrev,cd,state,party_code,name,dim.a,dim.b,log.likelihood,num.votes,num.errors,mean.prop
76,3347,36,0,NORTH D,200,FRAZIER,0.476,0.879,-59.85813,222,27,0.764
76,2652,24,0,OHIO,100,DONAHEY,0.178,0.426,-109.15645,144,61,0.469
76,9152,24,0,OHIO,200,TAFT,0.174,-0.707,-68.19244,247,33,0.759
76,9303,53,0,OKLAHOM,100,THOMAS  J.W,0.01,0.483,-66.54324,225,26,0.744
76,5562,53,0,OKLAHOM,100,LEE,0.014,0.439,-67.77824,231,30,0.746
76,4528,72,0,OREGON,200,HOLMAN,0.208,-0.125,-84.56489,226,46,0.688
76,6367,72,0,OREGON,200,MCNARY,0.27,0.145,-60.10944,202,27,0.743
76,3872,14,0,PENNSYL,100,GUFFEY,-0.205,-0.06,-45.02477,238,16,0.828
76,2391,14,0,PENNSYL,200,DAVIS,0.211,0.014,-73.42062,229,35,0.726
76,3783,5,0,RHODE I,100,GREEN,-0.052,-0.031,-85.4707,236,43,0.696
76,3544,5,0,RHODE I,100,GERRY,-0.022,-0.849,-65.56107,235,26,0.757
76,8613,48,0,SOUTH C,100,SMITH,-0.085,-0.554,-99.32677,191,46,0.594
76,1370,48,0,SOUTH C,100,BYRNES,-0.302,-0.561,-53.5205,250,19,0.807
76,1234,37,0,SOUTH D,100,BULOW,0.183,0.239,-152.5755,233,79,0.52
76,3882,37,0,SOUTH D,200,GURNEY,0.096,-0.624,-82.33217,252,32,0.721
76,6293,54,0,TENNESS,100,MCKELLAR,-0.26,-0.511,-57.93642,244,26,0.789
76,8929,54,0,TENNESS,100,STEWART,-0.191,-0.216,-64.10551,244,27,0.769
76,1986,49,0,TEXAS,100,CONNALLY,-0.188,-0.321,-81.41084,232,32,0.704
76,8446,49,0,TEXAS,100,SHEPPARD,-0.083,-0.061,-83.62714,244,49,0.71
76,9291,67,0,UTAH,100,THOMAS  E.D,0.015,0.278,-69.38709,230,32,0.74
76,5274,67,0,UTAH,100,KING,-0.114,-0.908,-112.60043,210,60,0.585
76,296,6,0,VERMONT,200,AUSTIN,0.067,-0.49,-85.52036,251,34,0.711
76,3558,6,0,VERMONT,200,GIBSON,0.118,-0.3,-58.84261,189,25,0.732
76,3559,6,0,VERMONT,200,GIBSON,-0.059,-0.98,-17.35383,44,10,0.674
76,3625,40,0,VIRGINI,100,GLASS,-0.181,-0.83,-59.33881,183,25,0.723
76,1365,40,0,VIRGINI,100,BYRD,-0.079,-0.851,-78.29108,236,40,0.718
76,843,73,0,WASHING,100,BONE,0.239,0.749,-51.99683,151,27,0.709
76,8287,73,0,WASHING,100,SCHWELLENBA,0.014,0.399,-69.41923,243,29,0.752
76,6856,56,0,WEST VI,100,NEELY,0.034,0.418,-57.24314,224,26,0.774
76,4545,56,0,WEST VI,100,HOLT,0.329,0.314,-46.22263,184,20,0.778
76,10110,25,0,WISCONS,200,WILEY,0.286,0.128,-67.6021,206,29,0.72
76,5402,25,0,WISCONS,370,LAFOLLETTE,0.286,0.956,-68.0603,245,28,0.757
76,8285,68,0,WYOMING,100,SCHWARTZ,0.011,0.361,-65.39178,243,26,0.764
76,7070,68,0,WYOMING,100,O'MAHONEY,0.067,0.208,-90.96434,226,43,0.669
77,4418,41,0,ALABAMA,100,HILL,-0.141,0.427,-37.48753,161,17,0.792
77,404,41,0,ALABAMA,100,BANKHEAD,0.006,0.381,-51.87955,148,25,0.704
77,6242,61,0,ARIZONA,100,MCFARLAND,0.002,0.466,-48.39149,148,19,0.721
77,4227,61,0,ARIZONA,100,HAYDEN,-0.125,0.223,-38.0238,155,16,0.782
77,1497,42,0,ARKANSA,100,CARAWAY,-0.114,0.379,-33.63451,161,11,0.811
77,8784,42,0,ARKANSA,100,SPENCER,-0.043,0.084,-44.42375,116,26,0.682
77,2702,71,0,CALIFOR,100,DOWNEY,0.085,0.939,-32.34338,111,14,0.747
77,4962,71,0,CALIFOR,200,JOHNSON  H.,0.498,0.663,-39.57461,117,16,0.713
77,4949,62,0,COLORAD,100,JOHNSON  E.,0.175,0.329,-67.98009,138,38,0.611
77,22,62,0,COLORAD,100,ADAMS,0.118,-0.024,-48.98478,80,30,0.542
77,6525,62,0,COLORAD,200,MILLIKEN,0.291,0.035,-25.69703,69,14,0.689
77,5945,1,0,CONNECT,100,MALONEY,0.027,-0.367,-86.73878,161,56,0.583
77,2317,1,0,CONNECT,200,DANAHER,0.184,-0.415,-72.8521,162,32,0.638
77,9506,11,0,DELAWAR,100,TUNNELL,-0.151,-0.296,-64.78697,164,30,0.674
77,4704,11,0,DELAWAR,100,HUGHES,-0.067,-0.004,-44.49305,124,20,0.699
77,7333,43,0,FLORIDA,100,PEPPER,-0.044,0.298,-59.48487,150,30,0.673
77,193,43,0,FLORIDA,100,ANDREWS,-0.052,0.391,-38.11805,140,14,0.762
77,8138,44,0,GEORGIA,100,RUSSELL,0.025,0.513,-51.45725,138,26,0.689
77,3536,44,0,GEORGIA,100,GEORGE,-0.037,-0.035,-73.17648,153,46,0.62
77,9298,63,0,IDAHO,200,THOMAS  J.,0.326,0.248,-42.78561,151,18,0.753
77,1760,63,0,IDAHO,100,CLARK  D.,0.293,0.885,-56.20143,119,29,0.624
77,5823,21,0,ILLINOI,100,LUCAS,-0.046,-0.324,-60.36573,135,30,0.639
77,1071,21,0,ILLINOI,200,BROOKS,0.303,0.071,-33.12537,135,17,0.782
77,10205,22,0,INDIANA,200,WILLIS,0.403,-0.173,-20.04109,136,8,0.863
77,9626,22,0,INDIANA,100,VANNUYS,0.038,-0.028,-66.59652,154,32,0.649
77,4367,31,0,IOWA,100,HERRING,-0.006,-0.212,-56.10157,125,29,0.638
77,3603,31,0,IOWA,100,GILLETTE,0.138,0.225,-71.45792,126,42,0.567
77,1494,32,0,KANSAS,200,CAPPER,0.352,0.307,-48.14846,167,24,0.75
77,7780,32,0,KANSAS,200,REED,0.234,-0.049,-34.2277,105,13,0.722
77,1634,51,0,KENTUCK,100,CHANDLER,-0.196,-0.28,-34.48236,142,17,0.784
77,437,51,0,KENTUCK,100,BARKLEY,-0.438,-0.337,-23.38682,153,7,0.858
77,7126,45,0,LOUISIA,100,OVERTON,-0.06,0.126,-46.67354,141,21,0.718
77,2901,45,0,LOUISIA,100,ELLENDER,-0.088,0.345,-39.83675,152,20,0.769
77,1021,2,0,MAINE,200,BREWSTER,0.121,-0.541,-44.37444,136,19,0.722
77,10047,2,0,MAINE,200,WHITE,0.053,-0.567,-49.1884,132,21,0.689
77,7685,52,0,MARYLAN,100,RADCLIFFE,-0.143,-0.657,-50.75489,161,22,0.73
77,9538,52,0,MARYLAN,100,TYDINGS,-0.017,-0.659,-61.25446,129,34,0.622
77,5739,3,0,MASSACH,200,LODGE,0.14,-0.763,-31.76455,110,15,0.749
77,9782,3,0,MASSACH,100,WALSH,0.14,-0.235,-81.03434,151,39,0.585
77,9604,23,0,MICHIGA,200,VANDENBERG,0.269,-0.963,-27.23956,156,13,0.84
77,1131,23,0,MICHIGA,100,BROWN,-0.013,-0.164,-63.1212,131,30,0.618
77,8476,33,0,MINNESO,200,SHIPSTEAD,0.564,0.73,-33.09912,142,16,0.792
77,394,33,0,MINNESO,200,BALL,0.003,-0.722,-58.52309,142,26,0.662
77,710,46,0,MISSISS,100,BILBO,0.092,0.945,-33.33277,131,16,0.775
77,4126,46,0,MISSISS,100,HARRISON,-0.272,-0.609,-1.68618,30,1,0.945
77,2712,46,0,MISSISS,100,DOXEY,-0.03,0.792,-21.11606,90,10,0.791
77,1772,34,0,MISSOUR,100,CLARK  J.,0.274,0.36,-87.09061,149,53,0.557
77,9487,34,0,MISSOUR,100,TRUMAN,-0.24,-0.377,-26.3469,131,10,0.818
77,9984,64,0,MONTANA,100,WHEELER,0.361,0.59,-36.41314,118,18,0.734
77,6820,64,0,MONTANA,100,MURRAY,-0.006,0.362,-38.56717,121,18,0.727
77,6960,35,0,NEBRASK,328,NORRIS,0.045,-0.106,-92.07397,145,50,0.53
77,1338,35,0,NEBRASK,200,BUTLER,0.447,-0.099,-26.69225,143,8,0.83
77,6132,65,0,NEVADA,100,MCCARRAN,0.268,0.478,-52.93899,146,23,0.696
77,1239,65,0,NEVADA,100,BUNKER,-0.009,0.465,-42.64869,148,19,0.75
77,1027,4,0,NEW HAM,200,BRIDGES,-0.005,-0.708,-41.5709,98,20,0.654
77,9401,4,0,NEW HAM,200,TOBEY,0.367,-0.349,-25.75317,133,12,0.824
77,425,12,0,NEW JER,200,BARBOUR,-0.012,-1,-35.05288,127,17,0.759
77,8594,12,0,NEW JER,100,SMATHERS,-0.16,0.065,-38.32189,131,17,0.746
77,4184,66,0,NEW MEX,100,HATCH,-0.141,0.084,-25.81468,109,10,0.789
77,1678,66,0,NEW MEX,100,CHAVEZ,0.063,0.25,-57.55886,141,27,0.665
77,9713,13,0,NEW YOR,100,WAGNER,-0.189,-0.332,-18.54827,99,5,0.829
77,6394,13,0,NEW YOR,100,MEAD,-0.105,-0.171,-57.61434,150,22,0.681
77,7836,47,0,NORTH C,100,REYNOLDS,0.176,0.461,-58.31298,122,30,0.62
77,349,47,0,NORTH C,100,BAILEY,-0.019,-0.318,-53.93587,128,30,0.656
77,6991,36,0,NORTH D,200,NYE,0.521,0.63,-39.03477,142,14,0.76
77,5452,36,0,NORTH D,200,LANGER,0.426,0.781,-52.35114,128,22,0.664
77,1317,24,0,OHIO,200,BURTON,0.103,-0.778,-57.30658,166,29,0.708
77,9152,24,0,OHIO,200,TAFT,0.405,-0.914,-30.12784,167,12,0.835
77,9303,53,0,OKLAHOM,100,THOMAS  J.W,0.006,0.286,-49.7803,145,25,0.709
77,5562,53,0,OKLAHOM,100,LEE,0.007,0.558,-51.73591,145,26,0.7
77,4528,72,0,OREGON,200,HOLMAN,0.257,0.071,-47.25779,134,23,0.703
77,6367,72,0,OREGON,200,MCNARY,0.247,0.169,-51.88492,149,24,0.706
77,3872,14,0,PENNSYL,100,GUFFEY,-0.31,-0.364,-30.5326,154,11,0.82
77,2391,14,0,PENNSYL,200,DAVIS,0.21,-0.075,-48.05412,140,18,0.709
77,3544,5,0,RHODE I,100,GERRY,-0.094,-0.996,-61.89356,157,33,0.674
77,3783,5,0,RHODE I,100,GREEN,-0.465,-0.8,-42.2762,161,23,0.769
77,8613,48,0,SOUTH C,100,SMITH,0.116,0.153,-78.00327,132,40,0.554
77,1370,48,0,SOUTH C,100,BYRNES,-0.214,-0.602,-9.20927,49,1,0.829
77,6107,48,0,SOUTH C,100,MAYBANK,-0.084,0.049,-37.4912,94,17,0.671
77,3882,37,0,SOUTH D,200,GURNEY,0.031,-0.414,-61.8133,145,24,0.653
77,1234,37,0,SOUTH D,100,BULOW,0.357,0.934,-42.78364,116,22,0.692
77,8929,54,0,TENNESS,100,STEWART,0,0.259,-45.1035,143,21,0.729
77,6293,54,0,TENNESS,100,MCKELLAR,-0.051,0.104,-66.24604,151,30,0.645
77,1986,49,0,TEXAS,100,CONNALLY,-0.033,0.149,-69.88801,161,38,0.648
77,8446,49,0,TEXAS,100,SHEPPARD,0.001,0.114,-5.24816,25,3,0.811
77,7021,49,0,TEXAS,100,O'DANIEL,0.096,0.784,-28.6354,89,12,0.725
77,6800,67,0,UTAH,100,MURDOCK,-0.019,0.286,-35.40548,128,18,0.758
77,9291,67,0,UTAH,100,THOMAS  E.,-0.095,0.216,-33.57809,136,14,0.781
77,52,6,0,VERMONT,200,AIKEN,0.337,0.341,-53.64622,165,28,0.722
77,296,6,0,VERMONT,200,AUSTIN,-0.065,-0.689,-57.663,138,26,0.658
77,3625,40,0,VIRGINI,100,GLASS,-0.276,-0.961,-26.57067,115,11,0.794
77,1365,40,0,VIRGINI,100,BYRD,-0.078,-0.997,-66.92882,156,36,0.651
77,9774,73,0,WASHING,100,WALLGREN,-0.096,0.188,-31.34247,119,15,0.768
77,843,73,0,WASHING,100,BONE,0.192,0.667,-54.27092,121,22,0.639
77,5240,56,0,WEST VI,100,KILGORE,-0.082,-0.116,-56.39771,139,27,0.666
77,8065,56,0,WEST VI,100,ROSIER,0.023,0.36,-43.65422,125,20,0.705
77,5402,25,0,WISCONS,370,LAFOLLETTE,0.387,0.817,-51.72298,157,25,0.719
77,10110,25,0,WISCONS,200,WILEY,0.373,0.055,-35.25857,133,15,0.767
77,7070,68,0,WYOMING,100,O'MAHONEY,-0.027,-0.006,-64.4447,145,32,0.641
77,8285,68,0,WYOMING,100,SCHWARTZ,-0.032,0.23,-45.68736,150,21,0.737
78,404,41,0,ALABAMA,100,BANKHEAD,0.209,0.75,-63.45195,171,25,0.69
78,4418,41,0,ALABAMA,100,HILL,0.099,0.787,-79.29512,203,43,0.677
78,4227,61,0,ARIZONA,100,HAYDEN,-0.095,0.396,-37.6355,183,17,0.814
78,6242,61,0,ARIZONA,100,MCFARLAND,-0.083,0.27,-54.58083,201,20,0.762
78,6151,42,0,ARKANSA,100,MCCLELLAN,0.289,0.807,-62.34784,202,18,0.734
78,1497,42,0,ARKANSA,100,CARAWAY,0.139,0.821,-55.46318,188,27,0.745
78,4962,71,0,CALIFOR,200,JOHNSON  H.,0.493,0.674,-30.13719,78,14,0.68
78,2702,71,0,CALIFOR,100,DOWNEY,-0.4,-0.176,-34.56069,143,15,0.785
78,4949,62,0,COLORAD,100,JOHNSON  E.,0.115,0.18,-114.64664,199,62,0.562
78,6525,62,0,COLORAD,200,MILLIKEN,0.324,0.238,-67.09607,193,27,0.706
78,2317,1,0,CONNECT,200,DANAHER,0.015,-0.912,-75.38985,199,41,0.685
78,5945,1,0,CONNECT,100,MALONEY,-0.072,-0.515,-80.71498,192,41,0.657
78,9506,11,0,DELAWAR,100,TUNNELL,-0.287,-0.691,-52.42437,207,19,0.776
78,1194,11,0,DELAWAR,200,BUCK,0.329,-0.45,-38.12459,172,14,0.801
78,193,43,0,FLORIDA,100,ANDREWS,0.058,0.242,-55.38698,160,23,0.707
78,7333,43,0,FLORIDA,100,PEPPER,-0.41,-0.217,-38.30342,158,20,0.785
78,8138,44,0,GEORGIA,100,RUSSELL,0.218,0.961,-69.23139,182,30,0.684
78,3536,44,0,GEORGIA,100,GEORGE,0.181,0.485,-68.83266,190,23,0.696
78,1760,63,0,IDAHO,100,CLARK  D.,0.059,0.045,-62.7476,122,28,0.598
78,9298,63,0,IDAHO,200,THOMAS  J.,0.402,0.282,-38.36242,134,20,0.751
78,5823,21,0,ILLINOI,100,LUCAS,-0.151,-0.351,-41.13755,178,15,0.794
78,1071,21,0,ILLINOI,200,BROOKS,0.362,-0.523,-23.36768,155,7,0.86
78,10205,22,0,INDIANA,200,WILLIS,0.285,-0.213,-50.46252,178,21,0.753
78,9626,22,0,INDIANA,100,VANNUYS,0.068,0.146,-47.27232,117,21,0.668
78,4863,22,0,INDIANA,100,JACKSON,-0.276,-0.775,-5.80535,55,3,0.9
78,10221,31,0,IOWA,200,WILSON,0.248,-0.287,-53.70514,147,30,0.694
78,3603,31,0,IOWA,100,GILLETTE,0.091,0.092,-70.96683,159,33,0.64
78,1494,32,0,KANSAS,200,CAPPER,0.221,0.049,-87.87711,202,49,0.647
78,7780,32,0,KANSAS,200,REED,0.391,0.411,-57.75566,165,26,0.705
78,437,51,0,KENTUCK,100,BARKLEY,-0.259,-0.328,-32.63168,188,10,0.841
78,1634,51,0,KENTUCK,100,CHANDLER,-0.009,-0.117,-74.93322,170,35,0.644
78,2901,45,0,LOUISIA,100,ELLENDER,0.032,0.477,-69.94962,186,30,0.687
78,7126,45,0,LOUISIA,100,OVERTON,0.263,0.661,-84.39509,181,43,0.627
78,10047,2,0,MAINE,200,WHITE,0.163,-0.271,-81.8722,198,43,0.661
78,1021,2,0,MAINE,200,BREWSTER,0.158,-0.394,-53.00989,135,27,0.675
78,9538,52,0,MARYLAN,100,TYDINGS,0.105,0.006,-93.67771,182,37,0.598
78,7685,52,0,MARYLAN,100,RADCLIFFE,-0.111,-0.465,-74.01311,196,36,0.685
78,9782,3,0,MASSACH,100,WALSH  D.,-0.022,-0.346,-85.13069,181,46,0.625
78,5739,3,0,MASSACH,200,LODGE,-0.016,-1,-47.70166,117,24,0.665
78,9913,3,0,MASSACH,200,WEEKS,0.258,-0.666,-9.70635,59,3,0.848
78,3110,23,0,MICHIGA,200,FERGUSON,0.106,-0.84,-70.03133,202,40,0.707
78,9604,23,0,MICHIGA,200,VANDENBERG,0.029,-0.786,-72.9428,206,28,0.702
78,394,33,0,MINNESO,200,BALL,0.105,-0.521,-84.86678,153,50,0.574
78,8476,33,0,MINNESO,200,SHIPSTEAD,0.468,0.876,-108.6765,188,59,0.561
78,710,46,0,MISSISS,100,BILBO,0.164,0.865,-40.11182,151,13,0.767
78,2822,46,0,MISSISS,100,EASTLAND,0.22,0.805,-60.78374,185,23,0.72
78,9487,34,0,MISSOUR,100,TRUMAN,-0.25,-0.497,-32.89485,142,12,0.793
78,1772,34,0,MISSOUR,100,CLARK  J.,0.084,0.02,-97.22878,191,51,0.601
78,6820,64,0,MONTANA,100,MURRAY,-0.735,-0.678,-40.04457,154,19,0.771
78,9984,64,0,MONTANA,100,WHEELER,0.328,0.847,-91.01479,167,48,0.58
78,1338,35,0,NEBRASK,200,BUTLER,0.367,0.028,-50.33482,193,22,0.77
78,9998,35,0,NEBRASK,200,WHERRY,0.402,-0.129,-36.69921,194,15,0.828
78,8320,65,0,NEVADA,100,SCRUGHAM,0.016,0.227,-56.01824,136,28,0.662
78,6132,65,0,NEVADA,100,MCCARRAN,0.09,0.142,-88.48994,172,41,0.598
78,9401,4,0,NEW HAM,200,TOBEY,0.104,-0.504,-52.05727,128,24,0.666
78,1027,4,0,NEW HAM,200,BRIDGES,0.219,-0.469,-36.48748,147,16,0.78
78,4210,12,0,NEW JER,200,HAWKES,0.29,-0.366,-44.08999,182,18,0.785
78,425,12,0,NEW JER,200,BARBOUR,0.059,-0.693,-27.47527,75,13,0.693
78,9781,12,0,NEW JER,100,WALSH  A.,-0.076,-0.717,-28.6526,82,16,0.705
78,4184,66,0,NEW MEX,100,HATCH,-0.119,-0.155,-57.32877,172,28,0.717
78,1678,66,0,NEW MEX,100,CHAVEZ,0.063,0.07,-84.32584,176,43,0.619
78,6394,13,0,NEW YOR,100,MEAD,-0.417,-0.582,-36.27962,185,15,0.822
78,9713,13,0,NEW YOR,100,WAGNER,-0.429,-0.559,-30.17513,180,12,0.846
78,349,47,0,NORTH C,100,BAILEY,0.188,0.464,-70.2279,135,31,0.594
78,7836,47,0,NORTH C,100,REYNOLDS,0.255,0.457,-64.65109,145,26,0.64
78,6991,36,0,NORTH D,200,NYE,0.259,0.088,-70.94748,162,34,0.645
78,5452,36,0,NORTH D,200,LANGER,0.259,0.72,-211.95888,185,120,0.318
78,9152,24,0,OHIO,200,TAFT,0.206,-0.413,-64.65652,186,28,0.706
78,1317,24,0,OHIO,200,BURTON,-0.01,-1,-67.19981,199,23,0.713
78,9303,53,0,OKLAHOM,100,THOMAS  J.W,0.065,0.338,-65.80728,178,35,0.691
78,6629,53,0,OKLAHOM,200,MOORE,0.644,0.291,-27.61127,152,12,0.834
78,4528,72,0,OREGON,200,HOLMAN,0.332,0.307,-69.8209,198,37,0.703
78,6367,72,0,OREGON,200,MCNARY,0.229,0.059,-31.36625,73,13,0.651
78,2066,72,0,OREGON,200,CORDON,0.135,-0.272,-18.50753,46,7,0.669
78,2391,14,0,PENNSYL,200,DAVIS,0.057,-0.479,-81.98096,186,44,0.644
78,3872,14,0,PENNSYL,100,GUFFEY,-0.587,-0.711,-38.15043,189,17,0.817
78,3544,5,0,RHODE I,100,GERRY,0.16,-0.069,-81.85462,176,36,0.628
78,3783,5,0,RHODE I,100,GREEN,-0.319,-0.434,-46.30323,178,22,0.771
78,6107,48,0,SOUTH C,100,MAYBANK,0.066,0.468,-72.52955,198,29,0.693
78,8613,48,0,SOUTH C,100,SMITH  E.,0.298,0.724,-38.41303,124,12,0.734
78,3882,37,0,SOUTH D,200,GURNEY,0.199,-0.18,-73.50108,181,34,0.666
78,1330,37,0,SOUTH D,200,BUSHFIELD,0.444,0.099,-31.95542,165,10,0.824
78,8929,54,0,TENNESS,100,STEWART,0.098,0.46,-77.58292,205,35,0.685
78,6293,54,0,TENNESS,100,MCKELLAR,0.228,0.729,-70.23,200,22,0.704
78,1986,49,0,TEXAS,100,CONNALLY,0.219,0.868,-46.66844,165,13,0.754
78,7021,49,0,TEXAS,100,O'DANIEL,0.419,0.872,-69.18274,166,35,0.659
78,9291,67,0,UTAH,100,THOMAS  E.,-0.278,-0.212,-30.29716,174,11,0.84
78,6800,67,0,UTAH,100,MURDOCK,-0.357,-0.165,-21.38323,146,7,0.864
78,296,6,0,VERMONT,200,AUSTIN,0.008,-0.617,-63.44745,171,29,0.69
78,52,6,0,VERMONT,200,AIKEN,0.061,-0.379,-151.05716,206,80,0.48
78,1365,40,0,VIRGINI,100,BYRD,0.302,0.47,-96.93952,186,48,0.594
78,3625,40,0,VIRGINI,100,GLASS,-0.15,-0.167,-21.50791,63,10,0.711
78,9774,73,0,WASHING,100,WALLGREN,-0.293,-0.228,-28.96087,160,14,0.834
78,843,73,0,WASHING,100,BONE,-0.408,-0.337,-25.52575,119,11,0.807
78,5240,56,0,WEST VI,100,KILGORE,-0.481,-0.529,-45.28933,168,22,0.764
78,7826,56,0,WEST VI,200,REVERCOMB,0.383,-0.094,-52.44979,180,22,0.747
78,5402,25,0,WISCONS,370,LAFOLLETTE,0.017,0.092,-133.80807,181,70,0.477
78,10110,25,0,WISCONS,200,WILEY,0.116,-0.369,-65.33981,165,28,0.673
78,7070,68,0,WYOMING,100,O'MAHONEY,-0.124,-0.304,-59.5765,165,29,0.697
78,7960,68,0,WYOMING,200,ROBERTSON,0.431,0.124,-39.93293,182,16,0.803
79,4418,41,0,ALABAMA,100,HILL  L.,-0.144,0.516,-35.18769,219,14,0.852
79,404,41,0,ALABAMA,100,BANKHEAD,0.089,0.376,-42.09045,117,20,0.698
79,9125,41,0,ALABAMA,100,SWIFT,0.263,0.923,-23.50367,59,10,0.671
79,4227,61,0,ARIZONA,100,HAYDEN,-0.109,0.32,-47.09222,222,16,0.809
79,6242,61,0,ARIZONA,100,MCFARLAND,0.031,0.572,-55.39375,164,30,0.713
79,3388,42,0,ARKANSA,100,FULBRIGHT,0.057,0.331,-86.1757,216,44,0.671
79,6151,42,0,ARKANSA,100,MCCLELLAN,0.227,0.591,-85.02454,223,39,0.683
79,2702,71,0,CALIFOR,100,DOWNEY,-0.208,0.072,-66.78845,211,23,0.729
79,4962,71,0,CALIFOR,200,JOHNSON  H.,0.809,0.587,-2.19741,34,1,0.937
79,5343,71,0,CALIFOR,200,KNOWLAND,0.028,-0.363,-79.75994,174,38,0.632
79,4949,62,0,COLORAD,100,JOHNSON  E.,0.114,0.468,-116.98033,231,62,0.603
79,6525,62,0,COLORAD,200,MILLIKIN,0.296,0.123,-79.71455,229,42,0.706
79,6346,1,0,CONNECT,100,MCMAHON,-0.153,-0.228,-50.29357,232,19,0.805
79,4150,1,0,CONNECT,200,HART,0.068,-0.95,-63.80199,203,31,0.73
79,9506,11,0,DELAWAR,100,TUNNELL,-0.326,-0.686,-38.56617,220,15,0.839
79,1194,11,0,DELAWAR,200,BUCK,0.239,-0.25,-43.44868,178,14,0.783
79,7333,43,0,FLORIDA,100,PEPPER,-0.48,-0.878,-39.33036,202,15,0.823
79,193,43,0,FLORIDA,100,ANDREWS,0.138,0.764,-36.55256,150,13,0.784
79,8138,44,0,GEORGIA,100,RUSSELL,0.142,0.575,-68.49558,190,31,0.697
79,3536,44,0,GEORGIA,100,GEORGE,0.124,0.299,-70.84859,205,33,0.708
79,9210,63,0,IDAHO,100,TAYLOR,-0.532,-0.681,-21.46366,217,8,0.906
79,9298,63,0,IDAHO,200,THOMAS  J.,0.542,0.351,-4.19829,36,1,0.89
79,3718,63,0,IDAHO,100,GOSSETT,0.074,0.282,-22.15774,82,8,0.763
79,1071,21,0,ILLINOI,200,BROOKS,0.319,-0.078,-49.92262,179,27,0.757
79,5823,21,0,ILLINOI,100,LUCAS,-0.1,-0.201,-43.35025,192,18,0.798
79,1489,22,0,INDIANA,200,CAPEHART,0.3,-0.099,-45.37872,160,23,0.753
79,10205,22,0,INDIANA,200,WILLS,0.365,-0.052,-47.33508,191,19,0.78
79,4382,31,0,IOWA,200,HICKENLOOPE,0.267,-0.419,-39.86781,173,15,0.794
79,10221,31,0,IOWA,200,WILSON  G.,0.35,0.235,-74.07852,185,30,0.67
79,1494,32,0,KANSAS,200,CAPPER,0.308,0.026,-70.48782,229,31,0.735
79,7780,32,0,KANSAS,200,REED  C.,0.223,-0.642,-45.73617,183,18,0.779
79,437,51,0,KENTUCK,100,BARKLEY,-0.153,-0.02,-36.16188,228,15,0.853
79,1634,51,0,KENTUCK,100,CHANDLER,0.265,0.781,-25.87225,52,16,0.608
79,8835,51,0,KENTUCK,200,STANFILL,0.151,-0.433,-37.58907,119,17,0.729
79,2901,45,0,LOUISIA,100,ELLENDER,0.142,0.691,-62.6501,169,28,0.69
79,7126,45,0,LOUISIA,100,OVERTON,0.174,0.532,-108.22998,198,54,0.579
79,10047,2,0,MAINE,200,WHITE  W.,0.183,-0.63,-56.24974,209,26,0.764
79,1021,2,0,MAINE,200,BREWSTER,0.199,-0.498,-43.74279,130,22,0.714
79,9538,52,0,MARYLAN,100,TYDINGS,0.137,0.177,-63.19377,145,31,0.647
79,7685,52,0,MARYLAN,100,RADCLIFFE,0.057,-0.066,-80.17092,214,37,0.688
79,9782,3,0,MASSACH,100,WALSH,0.044,0.063,-133.08321,218,67,0.543
79,8185,3,0,MASSACH,200,SALTONSTALL,0.052,-0.534,-45.17335,163,19,0.758
79,9604,23,0,MICHIGA,200,VANDENBERG,0.063,-0.523,-50.55462,149,22,0.712
79,3110,23,0,MICHIGA,200,FERGUSON,0.033,-0.697,-78.92282,211,41,0.688
79,394,33,0,MINNESO,200,BALL,0.095,-0.961,-89.47376,227,38,0.674
79,8476,33,0,MINNESO,200,SHIPSTEAD,0.462,0.887,-103.40859,176,56,0.556
79,2822,46,0,MISSISS,100,EASTLAND,0.182,0.464,-68.09407,186,33,0.693
79,710,46,0,MISSISS,100,BILBO,0.217,0.692,-48.29136,148,14,0.722
79,2656,34,0,MISSOUR,200,DONNELL,0.076,-0.568,-89.16727,226,45,0.674
79,1031,34,0,MISSOUR,100,BRIGGS,-0.112,-0.208,-32.68498,171,12,0.826
79,6820,64,0,MONTANA,100,MURRAY,-0.372,-0.644,-34.92503,189,15,0.831
79,9984,64,0,MONTANA,100,WHEELER,0.298,0.955,-100.35423,138,55,0.483
79,9998,35,0,NEBRASK,200,WHERRY,0.557,0.206,-34.82086,215,18,0.85
79,1338,35,0,NEBRASK,200,BUTLER  H.,0.407,0.144,-33.32769,140,17,0.788
79,6132,65,0,NEVADA,100,MCCARRAN,0.239,0.909,-121.9561,201,70,0.545
79,1560,65,0,NEVADA,100,CARVILLE,0.087,0.238,-49.02151,127,23,0.68
79,1027,4,0,NEW HAM,200,BRIDGES,0.186,-0.607,-54.10901,152,25,0.7
79,9401,4,0,NEW HAM,200,TOBEY,-0.033,-0.633,-68.20972,169,31,0.668
79,8635,12,0,NEW JER,200,SMITH  H.,0.059,-0.745,-62.0167,220,28,0.754
79,4210,12,0,NEW JER,200,HAWKES,0.298,-0.086,-53.56241,201,21,0.766
79,1678,66,0,NEW MEX,100,CHAVEZ,-0.31,-0.662,-36.76732,170,18,0.806
79,4184,66,0,NEW MEX,100,HATCH,-0.027,0.229,-41.51279,160,18,0.771
79,6394,13,0,NEW YOR,100,MEAD,-0.444,-0.896,-29.27399,214,14,0.872
79,9713,13,0,NEW YOR,100,WAGNER,-0.45,-0.575,-18.36194,217,8,0.919
